;Unnamed: 0;ID;Datetime;Text;Username;clean_tweet
89;89;1,60687E+18;2022-12-25 04:15:32+00:00;PD yg GK mau... saat inilah kesempatan politik ahy ..klo kesempatan hilang saat ini... Tenggelam lah nasib politik ahy tuk pilpres berikutnya.. alasan inilah PD KEKEH CAWAPRES..DI PILPRES INI. https://t.co/PeExfayOwN;eyang_kidal;ini sempat politik ahy kalau sempat hilang tenggelam lah nasib politik ahy tuk pilpres ikut alas ini kekeh cawapres pilpres
90;90;1,60685E+18;2022-12-25 03:04:46+00:00;"Menurut pengamat politik dari UIN Alauddin Makassar, Firdaus Muhammad menilai Arsul Sani terkesan dan tertarik dengan kinerja dan prestasi Menteri BUMN @erickthohir , sehingga layak didorong maju pilpres setidaknya posisi wapres.

Yes??.
#BangkitBersamaET https://t.co/piUY5Zh6Df";Cintada16;amat politik uin alauddin makassar firdaus muhammad nilai arsul sani kes tarik kerja prestasi menteri bumn erickthohir layak dorong maju pilpres posisi wapres yes bangkitbersamaet
92;92;1,60684E+18;2022-12-25 02:45:09+00:00;"Kelompok milenial bergabung dalam DPD Relawan Publik Kalimantan Selatan. Mereka bersiap menjadi mesin politik mendukung Ketua DPR Puan Maharani maju di Pilpres 2024.

Relawan Publik Kalsel bergerak secara door to door untuk mengajak menjadi bagian dari pemenangan Puan Maharani. https://t.co/XdtMP5gRap";MbakPuan_2024;kelompok milenial gabung dpd rawan publik kalimantan selatan siap jadi mesin politik dukung ketua dpr puan maharani maju pilpres 2024 rawan publik kalsel gerak door door ajak jadi bagi menang puan maharani
94;94;1,60684E+18;2022-12-25 02:12:35+00:00;@Brigade01Arwan1 Usul mas, biar gus Imin punya peluang maju. Harus buat gerakan bersama semua partai politik kecuali PDIP. Pisahkan pileg dan pilpres atau kalo berani PT diubah.;BandiHermawan_;brigade01arwan1 usul mas biar gus imin punya peluang maju buat gera sama semua partai politik pdip pisah pileg pilpres kalo berani ubah
95;95;1,60683E+18;2022-12-25 01:49:46+00:00;kalau emang gak licik ya bukan jin dojoon lah lol terus akhirnya choi changjae sebagai mentri ngusut masalah dana kampanye pilpres kemarin (hubungan sama para pembisnis x politik) doi sekali lagi udh berani ngelawan keluarga istrinya??;pearlfairly;kalau emang gak licik jin dojoon lah lol terus akhir choi changjae tri ngusut masalah dana kampanye pilpres kemarin hubung sama bisnis politik doi sekali udah berani ngelawan keluarga istri
96;96;1,6067E+18;2022-12-24 17:13:54+00:00;@PartaiSocmed Pilpres ga perang ide tp perang kekuatan politik dan duit. Mau siapa yg jd presiden sama aja ga beresnya dan negara ttp dikuasai org2 berduit kan. Kl caranya ky gini apa ga mending golput aja sih?;asgardiants;partaisocmed pilpres perang ide perang kuat politik duit siapa presiden sama beres negara asai org2 duit kan cara gin apa mending golput sih
98;98;1,60668E+18;2022-12-24 16:10:01+00:00;Gambarkan Bahaya Politik Identitas, Politikus Hanura Khawatir Anies Baswedan Bakal Gunakan di Pilpres 2024 https://t.co/zczXcw1oMF;WartaEkonomi;gambar bahaya politik identitas politikus hanura khawatir anies baswedan bakal guna pilpres 2024
101;101;1,60667E+18;2022-12-24 15:34:10+00:00;"*Anies Mainkan Politik Identitas, Inas Sebut Pesta Demokrasi dlm Bahaya*

JAKARTA - Politikus Hanura Inas N Zubir melihat indikasi bakal capres dari Partai NasDem Anies Baswedan tidak akan segan2 menggunakan politik identitas demi memenangkan Pilpres 2024 mendatang. Menurutnya,";IxNdheso;anies main politik identitas inas sebut pesta demokrasi bahaya jakarta politikus hanura inas zubir lihat indikasi bakal capres partai nasdem anies baswedan segan2 guna politik identitas menang pilpres 2024 datang turut
103;103;1,60667E+18;2022-12-24 14:59:03+00:00;@alextham878 @Chokee72634552 Capresnya melangar Kampanye Capres maling Setar Kampanye Pilpres dg Bantuan Jet Pribadi Bandar keliling NKRI,Mobil Ambulannya melanggar lalulintas dg jalan melawan Arus demi urusan Pribadi jadi 1112, sama2x melanggar hukum melanggar etika politik Apalagi jadi Ri1,jika berkuasa;AndreGa78981078;alextham878 chokee72634552 capresnya melangar kampanye capres maling tar kampanye pilpres bantu jet pribadi bandar keliling nkri mobil ambul langgar lalulintas jalan lawan arus urus pribadi 1112 sama2x langgar hukum langgar etika politik ri1 kuasa
105;105;1,60666E+18;2022-12-24 14:38:58+00:00;"Berdasarkan tendensi kedekatan dengan elite politik dan king maker Pilpres 2024, menurut tren data survei Poltracking Indonesia, terdapat 10 figur cawapres potensial. Temuannya, elektabilitas @erickthohir perolehan 16.2% menjadi yang teratas.
#BangkitBersamaET https://t.co/lc8P18MJwF";mulyana59;dasar tendensi dekat elite politik king maker pilpres 2024 tren data survei poltracking indonesia dapat figur cawapres potensial temu elektabilitas erickthohir oleh jadi atas bangkitbersamaet
106;106;1,60665E+18;2022-12-24 13:45:05+00:00;"Menteri BUMN @erickthohir Disukai Pendukung Dua Capres Potensial.

Berdasarkan tendensi kedekatan dengan Elite Politik dan King Maker Pilpres 2024, nama Erick Thohir termasuk dalam 10 Figur Cawapres Potensial dengan presentase 16,2% dan menjadi yang teratas.
#BangkitBersamaET https://t.co/TNsAqID2Ii";serakyut;menteri bumn erickthohir suka dukung capres potensial dasar tendensi dekat elite politik king maker pilpres 2024 nama erick thohir masuk figur cawapres potensial presentase jadi atas bangkitbersamaet
107;107;1,60664E+18;2022-12-24 13:24:09+00:00;@ChartaPolitika @yunartowijaya Pd nambah dosa aje yg komen2 atas gw.  Eh dah ga ada istilah dosa dlm politik ye. Bebas dah....Namanya survey woi, inget waktu pilpres 2x dulu, byk juga survey2 lain dr yg pas sampai halu. Just chill......;LangitBiruTua77;chartapolitika yunartowijaya nambah dosa aje komen2 atas dah istilah dosa politik bebas dah nama survey woi inget waktu pilpres dulu byk survey2 pas halu just chill
111;111;1,60662E+18;2022-12-24 12:16:59+00:00;"Politik Identitas Adalah Modal Uatama Anies Maju Pilpres 2024.
#HTIFPIDukungAnies
#AniesDidukungKHILAFAH
#AniesNasdemOut 
#TenggelamkanAniesBaswedan
#TenggelamkanPartaiNasdem
#GoodByeNasdemAnies
#AniesDidukungKoruptor
#AniesPendukungKhilafah
#AniesPendukungOrmasRadikal https://t.co/Y6XaJssbXI";yuk_damaii;politik identitas modal uatama anies maju pilpres 2024 htifpidukunganies aniesdidukungkhilafah aniesnasdemout tenggelamkananiesbaswedan tenggelamkanpartainasdem goodbyenasdemanies aniesdidukungkoruptor aniespendukungkhilafah aniespendukungormasradikal
112;112;1,60657E+18;2022-12-24 08:44:37+00:00;Pilpres AS 2012 mematahkan rekor kicauan politik dengan 31,7 juta tweet;AreaGadgetID;pilpres 2012 patah rekor kicau politik juta tweet
113;113;1,60657E+18;2022-12-24 08:32:10+00:00;"Data survei poltracking Indonesia menemukan pasangan capres-cawapres potensial di pilpres 2024 yaitu Ganjar Pranowo dan @erickthohir dengan elektabilitas tertinggi mencapai 33,1%
#BangkitBersamaET https://t.co/bAbaK1mWcY";topeng_politik;data survei poltracking indonesia temu pasang capres cawapres potensial pilpres 2024 ganjar pranowo erickthohir elektabilitas tinggi capai bangkitbersamaet
114;114;1,60656E+18;2022-12-24 07:44:56+00:00;"Gubernur Jawa Timur Khofifah Indar Parawansa meramaikan bursa politik jelang Pilpres 2024. Kofifah disebut-sebut sedang diincar Anies untuk jadi wakilnya.

https://t.co/VSfwznbd9s

#GubernurJawaTimur #KhofifahIndarParawansa #Pilpres2024 #Anies";NINNAid;gubernur jawa timur khofifah indar parawansa ramai bursa politik jelang pilpres 2024 kofifah sebut sebut sedang incar anies wakil gubernurjawatimur khofifahindarparawansa pilpres2024 anies
115;115;1,60653E+18;2022-12-24 06:03:30+00:00;Politik Identitas Tak Akan Laku dalam Pilpres 2024 https://t.co/8lpGUllQzd;Beritasatu;politik identitas laku pilpres 2024
116;116;1,60652E+18;2022-12-24 05:28:35+00:00;Politik Identitas Tak akan Laku dalam Pilpres 2024 - Investor Daily https://t.co/0eZbogo6Bp;lapmipky;politik identitas laku pilpres 2024 investor daily
117;117;1,60651E+18;2022-12-24 04:41:41+00:00;@SeruniPuspaAlam Bilang aja dia itu gelandangan politik, yg suka kluyuran menjelang pilpres/pilkada;MochHudda;serunipuspaalam bilang gelandang politik suka keluyur jelang pilpres pilkada
119;119;1,6065E+18;2022-12-24 04:16:05+00:00;Pengamat politik sekaligus Direktur Eksekutif ICRC, Hadi Suprapto Rusli menyebutkan pasangan Ganjar Pranowo dan Sandiaga Uno bakal mudah mendapatkan dukungan di Pilpres 2024. #kumparanNEWS https://t.co/0AvIoIyj2D;kumparan;amat politik sekaligus direktur eksekutif icrc had suprapto rusli sebut pasang ganjar pranowo sandiaga uno bakal mudah dapat dukung pilpres 2024 kumparannews
120;120;1,60648E+18;2022-12-24 02:31:22+00:00;"Ngeri ngeri sedap??
Dunia politik?? apalagi menjelang pilpres https://t.co/LJDWSyjHRA";Amanda010206;ngeri ngeri sedap dunia politik jelang pilpres
121;121;1,60647E+18;2022-12-24 02:09:30+00:00;dari Bawaslu buat Anies. Menurut Bawaslu, dari sisi etika politik, kegiatan Anies itu dapat dipandang sebagai tindakan yang kurang etis. Karena telah melakukan aktivitas kampanye terselubung dan terkesan mencuri start dalam melakukan kampanye buat Pilpres 2024. Bawaslu kemudian;IxNdheso;bawaslu buat anies bawaslu sisi etika politik giat anies pandang tindak kurang etis laku aktivitas kampanye selubung kes curi start laku kampanye buat pilpres 2024 bawaslu kemudian
122;122;1,60646E+18;2022-12-24 01:37:26+00:00;"*Cukup Pilkada DKI Jakarta 2017 Yang Jadi Korban Politik Indentitas, Jangan Lagi Terjadi Pada Pilpres 2024.*
https://t.co/RCdpdhAxf6
https://t.co/Z70uBOmOpT
Terima kasih yang sudah klik like komen subscribe dan share";IxNdheso;cukup pilkada dki jakarta 2017 korban politik indentitas jadi pilpres 2024 terima kasih klik like komen subscribe share
123;123;1,60645E+18;2022-12-24 00:59:18+00:00;@alisyarief Siapa yg pernah menyetting kpu?inget pilpres esbeye yg ke2x anggota kpu andi nur pati tau² jd anggota demokrat sampai skrg?lalu wapres dari gubernur BI budiono kok bisa, ya krn yg menggolkan bank century utk dana pilpres ke2x sibudi. Yg hampir jd tumbal politik Bu Sri Mulyani. https://t.co/iz7aCjyQvl;benyamin_ketawa;alisyarief siapa pernah menyetting kpu inget pilpres esbeye ke2x anggota kpu andi nur pati tau2 anggota demokrat skrg lalu wapres gubernur budiono kok gol bank century dana pilpres ke2x sibudi hampir tumbal politik sri mulyani
124;124;1,60645E+18;2022-12-24 00:53:35+00:00;"Dlm Survei Nasional Poltracking Indonesia bertajuk ""Tendensi Peta Politik Pilpres 2024: Tren Kekuatan Elektoral Partai Politik, Capres &amp; Cawapres, elektabilitas Menteri BUMN Erick Thohir  menjadi yg tertinggi pd simulasi 20 nama calon wakil presiden dgn 15,1 %. #BangkitBersamaET https://t.co/HYsvH7p6Tn";itswincha;survei nasional poltracking indonesia tajuk tendensi peta politik pilpres 2024 tren kuat elektoral partai politik capres cawapres elektabilitas menteri bumn erick thohir jadi tinggi simulasi nama calon wakil presiden bangkitbersamaet
127;127;1,60644E+18;2022-12-24 00:01:21+00:00;Sticker Branding Mobil Kampanye ~  https://t.co/NfwW5VhSLF #jakarta #tangerang #banten #politik #pemilu #pilpres;StickerMobil;sticker branding mobil kampanye jakarta tangerang banten politik milu pilpres
129;129;1,60644E+18;2022-12-23 23:57:31+00:00;"@LAODE79285118 @AntonKu08408962 @WAHYU_UNIFORM @Metdro2 @hs_meliala @MandiriRusman @ganjarpranowo @suryapaloh51 @Metro_TV @SBYudhoyono @PDemokrat @syaikhu_ahmad @PKSejahtera @DPR_RI @NasDem @KAI121 @66Maxmara @_M45Broo @alifahzi @annisa_fear @BarraTerpendam @BM7NOGO @chillinaris_inc @Gatal_Jamur @harris_new2 @HRMalik12 @Markadina88 @MardinasMarshel @Karina_Wung @IqbalD70948922 @Rasanya_Abah @antasa96 @Gus_Arifin @GadisIdolanya @putri_Aalona @apolloresor @sudrajatasep17 @AzisDadun_ @Aryprasetyo85 @obet_hs @SumartiMarti11 @AgusYudhoyono @aheryawan @prabowo @Pemberang1 @PDI_Perjuangan @Pak_JK @daniellsinaga @ganjarpranowo diprediksi menang tipis 55:45 di putaran 2 pilpres 2024 melawan ikon ekstrim kanan #Anies

Firehose of falsehood yg dimotori @polmark_ind dan tim konsultan politik AS besutan koalisi Gondangdia akan flooding media sosial dgn glittering generalities dan name calling https://t.co/n8j7TYpb08";_SEKNAS_RI;laode79285118 antonku08408962 wahyu uniform metdro2 hs meliala mandirirusman ganjarpranowo suryapaloh51 metro tv sbyudhoyono pdemokrat syaikhu ahmad pksejahtera dpr ri nasdem kai121 66maxmara m45broo alifahzi annisa fear barraterpendam bm7nogo chillinaris inc gatal jamur harris new2 hrmalik12 markadina88 mardinasmarshel karina wung iqbald70948922 rasa abah antasa96 gus arifin gadisidolanya putri aalona apolloresor sudrajatasep17 azisdadun aryprasetyo85 obet hs sumartimarti11 agusyudhoyono aheryawan prabowo pemberang1 pdi juang pak jk daniellsinaga ganjarpranowo prediksi menang tipis putar pilpres 2024 lawan ikon ekstrim kanan anies firehose falsehood motor polmark ind tim konsultan politik besut koalisi gondangdia flooding media sosial glittering generalities name calling
130;130;1,60641E+18;2022-12-23 22:09:24+00:00;"*Cukup Pilkada DKI Jakarta 2017 Yang Jadi Korban Politik Indentitas Berkedok Agama, Jangan Lagi Terjadi Pada Pilpres 2024.*
https://t.co/RCdpdhAxf6
https://t.co/Z70uBOmOpT
Terima kasih yang sudah klik like komen subscribe dan share";IxNdheso;cukup pilkada dki jakarta 2017 korban politik indentitas kedok agama jadi pilpres 2024 terima kasih klik like komen subscribe share
131;131;1,60641E+18;2022-12-23 21:45:30+00:00;"Siapapun yang akan gunakan ""politik identitas"" dalam pilpres 2024, harus kita hentikan dari sekarang.

Kejahatan paling buruk dalam praktek politik adalah ""politik identitas"".";akuikieko;siapa guna politik identitas pilpres 2024 henti sekarang jahat paling buruk praktek politik politik identitas
133;133;1,60635E+18;2022-12-23 17:56:16+00:00;"Berkerudung menjelang kampanye politik, tapi memenjarakan ulama dan rakyat setelah menang dan berkuasa

ITU PENI PUAN!

Foto Puan Pakai Kerudung Dihujat Keras Warganet: Kadrun Dadakan Menjelang Pilpres!
https://t.co/R4qxuNTf8f

#HapusDanaPensiunDPR 
#HapusDanaPensiunDPR";baliandra2;kerudung jelang kampanye politik penjara ulama rakyat menang kuasa peni puan foto puan pakai kerudung hujat keras warganet kadrun dada jelang pilpres hapusdanapensiundpr hapusdanapensiundpr
134;134;1,60634E+18;2022-12-23 17:30:27+00:00;"Megawati Ingatkan Tak 'Dansa Politik' Jelang Pilpres, Buat Siapa?
Wilda Hayatun Nufus - detikNews

 selengkapnya https://t.co/PTUYEC94Yk.

#PDIPerjuangan";BantengGirl;megawati ingat dansa politik jelang pilpres buat siapa wilda hayatun nufus detiknews lengkap pdiperjuangan
135;135;1,60633E+18;2022-12-23 16:35:22+00:00;@CNNIndonesia Dekat dekat pemilu pilpres mulai mencari cari celah agar menjatuhkan @aniesbaswedan  kenapa gak dari dulu lu ngomong dung? Wah ngeri politik pilpres di indonesia;dephinisi;cnnindonesia dekat dekat milu pilpres mulai cari cari celah jatuh aniesbaswedan gak dulu ngomong dung wah ngeri politik pilpres indonesia
137;137;1,60632E+18;2022-12-23 16:05:56+00:00;"LSCPI menyebutkan Ganjar berpotensi memenangkan Pilpres

AIB 2 Arhan Jordi Amat Nadin GOT The Beat Spaso Desa Gen 4 taekook NA JAEMIN THANK YOU Billboard soobin Emily Lewandowski Witan Setuju Gus Polri Lebih Baik Kamboja Fase Politik Desa Jinan Colokan Sepakat Christmas #TraineeA";azurahsarah;lscpi sebut ganjar potensi menang pilpres aib arhan jordi nadin got the beat spaso desa gen taekook jaemin thank you billboard soobin emily lewandowski witan tuju gus polri lebih baik kamboja fase politik desa jin colok sepakat christmas traineea
138;138;1,60631E+18;2022-12-23 15:40:08+00:00;"Kutipan berita dibawah 
""Pilpres langsung dengan dominasi partai politik membuat bandar oligarki menguasai Indonesia""
??siapapun Presidennya kader Oligarki https://t.co/WQBFiNGjzB";ya2t_jakarta;kutip berita bawah pilpres langsung dominasi partai politik buat bandar oligarki kuasa indonesia siapa presiden kader oligarki
139;139;1,6063E+18;2022-12-23 14:26:50+00:00;@n5h5saja Koalisi saja belum rampung, sudah lempar narasi kecurangan dan operasi politik. Kalau nga kuat menghadapi Pilpres 2024, jgn Cemen dan cengeng.;martinrachmad5;n5h5saja koalisi rampung lempar narasi curang operasi politik kalau kuat hadap pilpres 2024 cemen cengeng
140;140;1,60628E+18;2022-12-23 13:30:02+00:00;Jelang Pilpres 2024, Tersiar Kabar akan Muncul ‘Operasi Superblok’, Sejumlah Tokoh Politik Bakal Kena Imbasnya https://t.co/GcdKqccZts;WartaEkonomi;jelang pilpres 2024 siar kabar muncul operasi superblok jumlah tokoh politik bakal kena imbas
141;141;1,60628E+18;2022-12-23 13:19:06+00:00;"Simulasi 10 nama cawapres 2024 versi poltracking Indonesia , 
@erickthohir posisi puncak elektabilitas tertinggi dengan 15,1%
Dan membuat namanya sebagai cawapres terkuat untuk pilpres 2024
#BangkitBersamaET https://t.co/YmPASMAKDA";topeng_politik;simulasi nama cawapres 2024 versi poltracking indonesia erickthohir posisi puncak elektabilitas tinggi buat nama cawapres kuat pilpres 2024 bangkitbersamaet
142;142;1,60628E+18;2022-12-23 13:19:00+00:00;"Survei nasional poltracking Indonesia pada simulasi 20 nama cawapres 2024 , @erickthohir mendapat elektabilitas tertinggi dengan 15,1% 
Ini menunjukkan Erick menjadi cawapres terkuat di pilpres 2024
#BangkitBersamaET https://t.co/Ly8KwtHHGx";topeng_politik;survei nasional poltracking indonesia simulasi nama cawapres 2024 erickthohir dapat elektabilitas tinggi tunjuk erick jadi cawapres kuat pilpres 2024 bangkitbersamaet
143;143;1,60626E+18;2022-12-23 12:17:56+00:00;Politik Identitas kini sudah dicontohkan Erick Thohir. Sebelum dan awal jadi Menteri, sampah digital membuktikan dia tak pernah mendekati kaum sarungan. Tapi mendekati Pilpres 2024, gaya blusukan dekati kaum nahdliyin lewat program pemerintah digas puoool #MuslimWajibCerdas ???? https://t.co/ylppzfVdgw;CatatanTepi;politik identitas kini contoh erick thohir awal menteri sampah digital bukti pernah dekat kaum sarung dekat pilpres 2024 gaya blusukan dekat kaum nahdliyin lewat program perintah gas puoool muslimwajibcerdas
144;144;1,60626E+18;2022-12-23 11:54:06+00:00;"Pengamat politik sebut Puan Maharani bisa menang pilpres. Puan layak maju menjadi calon presiden pada 2024 mendatang. Alasannya karena Puan didukung oleh struktur politik yang solid.

Puan Nomor Satu
https://t.co/XqQFrQ5yci";elf_hubbu;amat politik sebut puan maharani menang pilpres puan layak maju jadi calon presiden 2024 datang alas puan dukung struktur politik solid puan nomor satu
